ZONE,DIST_NAME,DISTRICT,COUNTY,YEAR,CTY,DU,POP,EMP,FAMILY_SIZE,FAMILYSIZE_Multi0.5
1417,D_25,25,2,2035,PINELLAS,485,872,61,1.79,0.895
1417,D_25,25,2,2045,PINELLAS,485,873,67,1.8,0.9
1418,D_25,25,2,2015,PINELLAS,474,718,949,1.51,0.755
1418,D_25,25,2,2035,PINELLAS,491,743,949,1.51,0.755
1418,D_25,25,2,2045,PINELLAS,499,755,949,1.51,0.755
1419,D_25,25,2,2015,PINELLAS,1629,2535,970,1.55,0.775
1419,D_25,25,2,2035,PINELLAS,1738,2700,985,1.55,0.775
1419,D_25,25,2,2045,PINELLAS,1792,2783,993,1.55,0.775
1420,D_25,25,2,2015,PINELLAS,1022,1897,589,1.85,0.925
1420,D_25,25,2,2035,PINELLAS,1050,1948,640,1.85,0.925
1420,D_25,25,2,2045,PINELLAS,1064,1974,665,1.85,0.925
1421,D_25,25,2,2015,PINELLAS,877,1671,237,1.9,0.95
1421,D_25,25,2,2035,PINELLAS,878,1674,258,1.9,0.95
1421,D_25,25,2,2045,PINELLAS,879,1675,268,1.9,0.95
1422,D_25,25,2,2015,PINELLAS,1398,2163,307,1.54,0.77
1422,D_25,25,2,2035,PINELLAS,1428,2208,316,1.54,0.77
1422,D_25,25,2,2045,PINELLAS,1443,2231,321,1.54,0.77
1423,D_25,25,2,2015,PINELLAS,575,1265,420,2.2,1.1
1423,D_25,25,2,2035,PINELLAS,580,1276,485,2.2,1.1
1423,D_25,25,2,2045,PINELLAS,582,1281,518,2.2,1.1
1424,D_25,25,2,2015,PINELLAS,589,658,30,1.11,0.555
1424,D_25,25,2,2035,PINELLAS,590,659,33,1.11,0.555
1424,D_25,25,2,2045,PINELLAS,591,660,34,1.11,0.555
1425,D_25,25,2,2015,PINELLAS,490,451,401,0.92,0.46
1425,D_25,25,2,2035,PINELLAS,491,452,426,0.92,0.46
1425,D_25,25,2,2045,PINELLAS,491,452,439,0.92,0.46
1426,D_25,25,2,2015,PINELLAS,696,1297,164,1.86,0.93
1426,D_25,25,2,2035,PINELLAS,718,1337,167,1.86,0.93
1426,D_25,25,2,2045,PINELLAS,729,1357,168,1.86,0.93
1427,D_25,25,2,2015,PINELLAS,760,1543,76,2.03,1.015
1427,D_25,25,2,2035,PINELLAS,765,1553,302,2.03,1.015
1427,D_25,25,2,2045,PINELLAS,768,1558,415,2.02,1.01
1428,D_25,25,2,2015,PINELLAS,974,1265,446,1.29,0.645
1428,D_25,25,2,2035,PINELLAS,1020,1324,479,1.29,0.645
1428,D_25,25,2,2045,PINELLAS,1043,1353,495,1.29,0.645
1429,D_25,25,2,2015,PINELLAS,0,0,4598,0,0
1429,D_25,25,2,2035,PINELLAS,0,0,4922,0,0
1429,D_25,25,2,2045,PINELLAS,0,0,5084,0,0
1430,D_25,25,2,2015,PINELLAS,327,369,1232,1.12,0.56
1430,D_25,25,2,2035,PINELLAS,386,434,1274,1.12,0.56
1430,D_25,25,2,2045,PINELLAS,416,467,1295,1.12,0.56
1431,D_26,26,2,2015,PINELLAS,0,0,6112,0,0
1431,D_26,26,2,2035,PINELLAS,19,24,6261,1.26,0.63
1431,D_26,26,2,2045,PINELLAS,28,36,6335,1.28,0.64
1432,D_26,26,2,2015,PINELLAS,516,1356,1600,2.62,1.31
1432,D_26,26,2,2035,PINELLAS,522,1371,1997,2.62,1.31
1432,D_26,26,2,2045,PINELLAS,525,1379,2196,2.62,1.31
1433,D_26,26,2,2015,PINELLAS,0,0,2893,0,0
1433,D_26,26,2,2035,PINELLAS,0,0,2978,0,0
1433,D_26,26,2,2045,PINELLAS,0,0,3020,0,0
1434,D_26,26,2,2015,PINELLAS,1442,3273,1159,2.26,1.13
1434,D_26,26,2,2035,PINELLAS,1510,3424,1214,2.26,1.13
1434,D_26,26,2,2045,PINELLAS,1544,3500,1241,2.26,1.13
1435,D_26,26,2,2015,PINELLAS,0,0,2612,0,0
1435,D_26,26,2,2035,PINELLAS,0,0,2681,0,0
1435,D_26,26,2,2045,PINELLAS,0,0,2715,0,0
1436,D_26,26,2,2015,PINELLAS,282,631,857,2.23,1.115
1436,D_26,26,2,2035,PINELLAS,285,636,902,2.23,1.115
1436,D_26,26,2,2045,PINELLAS,286,639,924,2.23,1.115
1437,D_26,26,2,2015,PINELLAS,399,582,2430,1.45,0.725
1437,D_26,26,2,2035,PINELLAS,419,611,2701,1.45,0.725
1437,D_26,26,2,2045,PINELLAS,429,625,2836,1.45,0.725
1438,D_26,26,2,2015,PINELLAS,191,150,772,0.78,0.39
1438,D_26,26,2,2035,PINELLAS,191,150,946,0.78,0.39
1438,D_26,26,2,2045,PINELLAS,191,150,1033,0.78,0.39
1439,D_26,26,2,2015,PINELLAS,94,248,961,2.63,1.315
1439,D_26,26,2,2035,PINELLAS,100,264,1156,2.64,1.32
1439,D_26,26,2,2045,PINELLAS,103,272,1254,2.64,1.32
1440,D_26,26,2,2015,PINELLAS,1,1,1218,1,0.5
1440,D_26,26,2,2035,PINELLAS,4,4,1465,1,0.5
1440,D_26,26,2,2045,PINELLAS,6,6,1589,1,0.5
1441,D_26,26,2,2015,PINELLAS,4,4,725,1,0.5
1441,D_26,26,2,2035,PINELLAS,4,4,1293,1,0.5
1441,D_26,26,2,2045,PINELLAS,4,4,1577,1,0.5
1442,D_26,26,2,2015,PINELLAS,5,12,2666,2.4,1.2
1442,D_26,26,2,2035,PINELLAS,13,31,2765,2.38,1.19
1442,D_26,26,2,2045,PINELLAS,17,41,2815,2.41,1.205
1443,D_26,26,2,2015,PINELLAS,3,8,4439,2.66,1.33
1443,D_26,26,2,2035,PINELLAS,3,8,5363,2.66,1.33
1443,D_26,26,2,2045,PINELLAS,3,8,5825,2.66,1.33
1444,D_26,26,2,2015,PINELLAS,0,0,1309,0,0
1444,D_26,26,2,2035,PINELLAS,0,0,1744,0,0
1444,D_26,26,2,2045,PINELLAS,0,0,1961,0,0
1445,D_26,26,2,2015,PINELLAS,0,0,4968,0,0
1445,D_26,26,2,2035,PINELLAS,55,72,5229,1.3,0.65
1445,D_26,26,2,2045,PINELLAS,83,108,5360,1.3,0.65
1446,D_26,26,2,2015,PINELLAS,0,0,3110,0,0
1446,D_26,26,2,2035,PINELLAS,2,3,3345,1.5,0.75
1446,D_26,26,2,2045,PINELLAS,3,4,3463,1.33,0.665
1447,D_26,26,2,2015,PINELLAS,1363,3132,559,2.29,1.145
1447,D_26,26,2,2035,PINELLAS,1454,3336,574,2.29,1.145
1447,D_26,26,2,2045,PINELLAS,1499,3438,582,2.29,1.145
1448,D_26,26,2,2015,PINELLAS,1363,3135,1108,2.3,1.15
1448,D_26,26,2,2035,PINELLAS,1444,3317,1337,2.29,1.145
1448,D_26,26,2,2045,PINELLAS,1484,3408,1451,2.29,1.145
1449,D_26,26,2,2015,PINELLAS,0,0,2259,0,0
1449,D_26,26,2,2035,PINELLAS,41,53,2368,1.29,0.645
1449,D_26,26,2,2045,PINELLAS,62,80,2423,1.29,0.645
1450,D_26,26,2,2015,PINELLAS,0,0,2354,0,0
1450,D_26,26,2,2035,PINELLAS,0,0,2529,0,0
1450,D_26,26,2,2045,PINELLAS,0,0,2617,0,0
1451,D_26,26,2,2015,PINELLAS,856,1614,1223,1.88,0.94
1451,D_26,26,2,2035,PINELLAS,857,1617,1385,1.88,0.94
1451,D_26,26,2,2045,PINELLAS,858,1618,1466,1.88,0.94
1452,D_26,26,2,2015,PINELLAS,0,0,322,0,0
1452,D_26,26,2,2035,PINELLAS,0,0,322,0,0
1452,D_26,26,2,2045,PINELLAS,0,0,322,0,0
1453,D_26,26,2,2015,PINELLAS,741,1706,796,2.3,1.15
1453,D_26,26,2,2035,PINELLAS,858,1969,859,2.29,1.145
1453,D_26,26,2,2045,PINELLAS,916,2101,891,2.29,1.145
1454,D_26,26,2,2015,PINELLAS,818,1425,378,1.74,0.87
1454,D_26,26,2,2035,PINELLAS,827,1441,407,1.74,0.87
1454,D_26,26,2,2045,PINELLAS,832,1449,422,1.74,0.87
1455,D_26,26,2,2015,PINELLAS,206,520,1437,2.52,1.26
1455,D_26,26,2,2035,PINELLAS,219,552,1515,2.52,1.26
1455,D_26,26,2,2045,PINELLAS,225,568,1554,2.52,1.26
1456,D_26,26,2,2015,PINELLAS,890,1873,164,2.1,1.05
1456,D_26,26,2,2035,PINELLAS,891,1876,167,2.1,1.05
1456,D_26,26,2,2045,PINELLAS,892,1878,168,2.1,1.05
1457,D_26,26,2,2015,PINELLAS,318,661,575,2.07,1.035
1457,D_26,26,2,2035,PINELLAS,369,764,589,2.07,1.035
1457,D_26,26,2,2045,PINELLAS,394,815,596,2.06,1.03
1458,D_26,26,2,2015,PINELLAS,794,1840,558,2.31,1.155
1458,D_26,26,2,2035,PINELLAS,859,1987,567,2.31,1.155
1458,D_26,26,2,2045,PINELLAS,891,2061,572,2.31,1.155
1459,D_26,26,2,2015,PINELLAS,253,528,361,2.08,1.04
1459,D_26,26,2,2035,PINELLAS,301,626,388,2.07,1.035
1459,D_26,26,2,2045,PINELLAS,325,675,402,2.07,1.035
1460,D_26,26,2,2015,PINELLAS,354,888,434,2.5,1.25
1460,D_26,26,2,2035,PINELLAS,395,990,483,2.5,1.25
1460,D_26,26,2,2045,PINELLAS,416,1041,507,2.5,1.25
1461,D_26,26,2,2015,PINELLAS,308,775,765,2.51,1.255
1461,D_26,26,2,2035,PINELLAS,472,1180,852,2.5,1.25
1461,D_26,26,2,2045,PINELLAS,554,1382,896,2.49,1.245
1462,D_26,26,2,2015,PINELLAS,1348,3230,112,2.39,1.195
1462,D_26,26,2,2035,PINELLAS,1423,3407,112,2.39,1.195
1462,D_26,26,2,2045,PINELLAS,1461,3495,112,2.39,1.195
1463,D_26,26,2,2015,PINELLAS,1381,3695,1046,2.67,1.335
1463,D_26,26,2,2035,PINELLAS,1482,3959,1057,2.67,1.335
1463,D_26,26,2,2045,PINELLAS,1532,4091,1063,2.67,1.335
1464,D_26,26,2,2015,PINELLAS,1505,3328,736,2.21,1.105
1464,D_26,26,2,2035,PINELLAS,1634,3608,771,2.2,1.1
1464,D_26,26,2,2045,PINELLAS,1699,3748,788,2.2,1.1
1465,D_26,26,2,2015,PINELLAS,283,604,1202,2.13,1.065
1465,D_26,26,2,2035,PINELLAS,437,927,1225,2.12,1.06
1465,D_26,26,2,2045,PINELLAS,514,1088,1236,2.11,1.055
1466,D_26,26,2,2015,PINELLAS,1115,2419,935,2.16,1.08
1466,D_26,26,2,2035,PINELLAS,1270,2748,1033,2.16,1.08
1466,D_26,26,2,2045,PINELLAS,1347,2913,1082,2.16,1.08
1467,D_26,26,2,2015,PINELLAS,213,536,551,2.51,1.255
1467,D_26,26,2,2035,PINELLAS,280,701,559,2.5,1.25
1467,D_26,26,2,2045,PINELLAS,313,783,563,2.5,1.25
1468,D_26,26,2,2015,PINELLAS,290,537,487,1.85,0.925
1468,D_26,26,2,2035,PINELLAS,397,731,533,1.84,0.92
1468,D_26,26,2,2045,PINELLAS,450,828,556,1.84,0.92
1469,D_26,26,2,2015,PINELLAS,1038,1424,783,1.37,0.685
1469,D_26,26,2,2035,PINELLAS,1160,1588,1111,1.36,0.68
1469,D_26,26,2,2045,PINELLAS,1221,1670,1275,1.36,0.68
1470,D_26,26,2,2015,PINELLAS,871,1249,1104,1.43,0.715
1470,D_26,26,2,2035,PINELLAS,918,1314,1119,1.43,0.715
1470,D_26,26,2,2045,PINELLAS,941,1347,1126,1.43,0.715
1471,D_26,26,2,2015,PINELLAS,915,1169,39,1.27,0.635
1471,D_26,26,2,2035,PINELLAS,916,1171,62,1.27,0.635
1471,D_26,26,2,2045,PINELLAS,917,1172,73,1.27,0.635
1472,D_26,26,2,2015,PINELLAS,1,1,586,1,0.5
1472,D_26,26,2,2035,PINELLAS,1,1,624,1,0.5
1472,D_26,26,2,2045,PINELLAS,1,1,643,1,0.5
1473,D_26,26,2,2015,PINELLAS,557,883,303,1.58,0.79
1473,D_26,26,2,2035,PINELLAS,604,955,1674,1.58,0.79
1473,D_26,26,2,2045,PINELLAS,627,991,2360,1.58,0.79
1474,D_26,26,2,2015,PINELLAS,338,835,419,2.47,1.235
1474,D_26,26,2,2035,PINELLAS,355,876,446,2.46,1.23
1474,D_26,26,2,2045,PINELLAS,363,896,459,2.46,1.23
1475,D_26,26,2,2015,PINELLAS,484,1155,666,2.38,1.19
1475,D_26,26,2,2035,PINELLAS,639,1516,694,2.37,1.185
1475,D_26,26,2,2045,PINELLAS,716,1697,708,2.37,1.185
1476,D_26,26,2,2015,PINELLAS,872,2188,483,2.5,1.25
1476,D_26,26,2,2035,PINELLAS,879,2205,487,2.5,1.25
1476,D_26,26,2,2045,PINELLAS,883,2214,489,2.5,1.25
1477,D_26,26,2,2015,PINELLAS,299,608,819,2.03,1.015
1477,D_26,26,2,2035,PINELLAS,463,935,841,2.01,1.005
1477,D_26,26,2,2045,PINELLAS,545,1099,852,2.01,1.005
1478,D_26,26,2,2015,PINELLAS,613,1432,645,2.33,1.165
1478,D_26,26,2,2035,PINELLAS,681,1587,669,2.33,1.165
1478,D_26,26,2,2045,PINELLAS,715,1665,681,2.32,1.16
1479,D_26,26,2,2015,PINELLAS,258,726,466,2.81,1.405
1479,D_26,26,2,2035,PINELLAS,295,827,474,2.8,1.4
1479,D_26,26,2,2045,PINELLAS,313,878,478,2.8,1.4
1480,D_26,26,2,2015,PINELLAS,564,1508,984,2.67,1.335
1480,D_26,26,2,2035,PINELLAS,640,1707,1044,2.66,1.33
1480,D_26,26,2,2045,PINELLAS,678,1806,1074,2.66,1.33
1481,D_26,26,2,2015,PINELLAS,88,220,1446,2.5,1.25
1481,D_26,26,2,2035,PINELLAS,269,663,1458,2.46,1.23
1481,D_26,26,2,2045,PINELLAS,359,885,1464,2.46,1.23
1482,D_26,26,2,2015,PINELLAS,200,512,1350,2.56,1.28
1482,D_26,26,2,2035,PINELLAS,239,609,1434,2.54,1.27
1482,D_26,26,2,2045,PINELLAS,258,658,1476,2.55,1.275
1483,D_26,26,2,2015,PINELLAS,222,488,272,2.19,1.095
1483,D_26,26,2,2035,PINELLAS,373,812,283,2.17,1.085
1483,D_26,26,2,2045,PINELLAS,448,974,288,2.17,1.085
1484,D_26,26,2,2015,PINELLAS,260,327,61,1.25,0.625
1484,D_26,26,2,2035,PINELLAS,301,378,64,1.25,0.625
1484,D_26,26,2,2045,PINELLAS,322,403,66,1.25,0.625
1485,D_27,27,2,2015,PINELLAS,979,2390,478,2.44,1.22
1485,D_27,27,2,2035,PINELLAS,1028,2507,497,2.43,1.215
1485,D_27,27,2,2045,PINELLAS,1052,2565,506,2.43,1.215
1486,D_27,27,2,2015,PINELLAS,583,1621,507,2.78,1.39
1486,D_27,27,2,2035,PINELLAS,599,1665,511,2.77,1.385
1486,D_27,27,2,2045,PINELLAS,607,1687,513,2.77,1.385
1487,D_27,27,2,2015,PINELLAS,2260,2774,459,1.22,0.61
1487,D_27,27,2,2035,PINELLAS,2264,2779,461,1.22,0.61
1487,D_27,27,2,2045,PINELLAS,2266,2781,462,1.22,0.61
1488,D_27,27,2,2015,PINELLAS,1744,2661,764,1.52,0.76
1488,D_27,27,2,2035,PINELLAS,1773,2705,775,1.52,0.76
1488,D_27,27,2,2045,PINELLAS,1788,2727,780,1.52,0.76
1489,D_27,27,2,2015,PINELLAS,989,1972,450,1.99,0.995
1489,D_27,27,2,2035,PINELLAS,1089,2167,472,1.98,0.99
1489,D_27,27,2,2045,PINELLAS,1139,2265,483,1.98,0.99
1490,D_27,27,2,2015,PINELLAS,1177,2618,457,2.22,1.11
1490,D_27,27,2,2035,PINELLAS,1221,2714,467,2.22,1.11
1490,D_27,27,2,2045,PINELLAS,1243,2762,472,2.22,1.11
1491,D_27,27,2,2015,PINELLAS,535,1288,1255,2.4,1.2
1491,D_27,27,2,2035,PINELLAS,551,1326,1260,2.4,1.2
1491,D_27,27,2,2045,PINELLAS,559,1345,1262,2.4,1.2
1492,D_27,27,2,2015,PINELLAS,337,879,961,2.6,1.3
1492,D_27,27,2,2035,PINELLAS,360,938,1013,2.6,1.3
1492,D_27,27,2,2045,PINELLAS,371,967,1039,2.6,1.3
1493,D_27,27,2,2015,PINELLAS,1436,1897,584,1.32,0.66
1493,D_27,27,2,2035,PINELLAS,1819,2394,623,1.31,0.655
1493,D_27,27,2,2045,PINELLAS,2011,2642,642,1.31,0.655
1494,D_27,27,2,2015,PINELLAS,1027,2201,288,2.14,1.07
1494,D_27,27,2,2035,PINELLAS,1158,2475,301,2.13,1.065
1494,D_27,27,2,2045,PINELLAS,1223,2612,307,2.13,1.065
1495,D_27,27,2,2015,PINELLAS,1073,1695,519,1.57,0.785
1495,D_27,27,2,2035,PINELLAS,1244,1960,543,1.57,0.785
1495,D_27,27,2,2045,PINELLAS,1329,2092,555,1.57,0.785
1496,D_27,27,2,2015,PINELLAS,411,865,290,2.1,1.05
1496,D_27,27,2,2035,PINELLAS,524,1097,293,2.09,1.045
1496,D_27,27,2,2045,PINELLAS,580,1213,295,2.09,1.045
1497,D_27,27,2,2015,PINELLAS,1556,2001,123,1.28,0.64
1497,D_27,27,2,2035,PINELLAS,1806,2316,133,1.28,0.64
1497,D_27,27,2,2045,PINELLAS,1931,2474,138,1.28,0.64
1498,D_27,27,2,2015,PINELLAS,396,437,231,1.1,0.55
1498,D_27,27,2,2035,PINELLAS,435,479,235,1.1,0.55
1498,D_27,27,2,2045,PINELLAS,454,500,237,1.1,0.55
1499,D_27,27,2,2015,PINELLAS,458,992,728,2.16,1.08
1499,D_27,27,2,2035,PINELLAS,501,1083,737,2.16,1.08
1499,D_27,27,2,2045,PINELLAS,522,1128,741,2.16,1.08
1500,D_27,27,2,2015,PINELLAS,454,980,203,2.15,1.075
1500,D_27,27,2,2035,PINELLAS,457,986,204,2.15,1.075
1500,D_27,27,2,2045,PINELLAS,458,989,204,2.15,1.075
1501,D_27,27,2,2015,PINELLAS,1237,2618,242,2.11,1.055
1501,D_27,27,2,2035,PINELLAS,1239,2623,250,2.11,1.055
1501,D_27,27,2,2045,PINELLAS,1240,2625,254,2.11,1.055
1502,D_27,27,2,2015,PINELLAS,1599,3405,467,2.12,1.06
1502,D_27,27,2,2035,PINELLAS,1628,3464,472,2.12,1.06
1502,D_27,27,2,2045,PINELLAS,1642,3494,475,2.12,1.06
1503,D_27,27,2,2015,PINELLAS,625,1279,344,2.04,1.02
1503,D_27,27,2,2035,PINELLAS,748,1526,356,2.04,1.02
1503,D_27,27,2,2045,PINELLAS,810,1650,362,2.03,1.015
1504,D_27,27,2,2015,PINELLAS,510,1124,226,2.2,1.1
1504,D_27,27,2,2035,PINELLAS,537,1183,226,2.2,1.1
1504,D_27,27,2,2045,PINELLAS,551,1212,226,2.19,1.095
1505,D_27,27,2,2015,PINELLAS,628,1448,152,2.3,1.15
1505,D_27,27,2,2035,PINELLAS,629,1451,158,2.3,1.15
1505,D_27,27,2,2045,PINELLAS,630,1452,161,2.3,1.15
1506,D_27,27,2,2015,PINELLAS,621,1339,741,2.15,1.075
1506,D_27,27,2,2035,PINELLAS,645,1390,810,2.15,1.075
1506,D_27,27,2,2045,PINELLAS,657,1415,844,2.15,1.075
1507,D_27,27,2,2015,PINELLAS,498,803,1046,1.61,0.805
1507,D_27,27,2,2035,PINELLAS,532,857,1082,1.61,0.805
1507,D_27,27,2,2045,PINELLAS,549,884,1100,1.61,0.805
1508,D_27,27,2,2015,PINELLAS,178,414,969,2.32,1.16
1508,D_27,27,2,2035,PINELLAS,190,441,1094,2.32,1.16
1508,D_27,27,2,2045,PINELLAS,196,454,1156,2.31,1.155
1509,D_27,27,2,2015,PINELLAS,837,1717,254,2.05,1.025
1509,D_27,27,2,2035,PINELLAS,918,1880,259,2.04,1.02
1509,D_27,27,2,2045,PINELLAS,958,1961,261,2.04,1.02
1510,D_27,27,2,2015,PINELLAS,651,1058,21,1.62,0.81
1510,D_27,27,2,2035,PINELLAS,807,1306,24,1.61,0.805
1510,D_27,27,2,2045,PINELLAS,885,1430,25,1.61,0.805
1511,D_28,28,2,2015,PINELLAS,398,199,500,0.5,0.25
1511,D_28,28,2,2035,PINELLAS,445,222,503,0.49,0.245
1511,D_28,28,2,2045,PINELLAS,469,234,504,0.49,0.245
1512,D_28,28,2,2015,PINELLAS,2184,2988,173,1.36,0.68
1512,D_28,28,2,2035,PINELLAS,2189,2995,176,1.36,0.68
1512,D_28,28,2,2045,PINELLAS,2192,2999,178,1.36,0.68
1513,D_28,28,2,2015,PINELLAS,260,159,246,0.61,0.305
1513,D_28,28,2,2035,PINELLAS,269,164,247,0.6,0.3
1513,D_28,28,2,2045,PINELLAS,273,167,248,0.61,0.305
1514,D_28,28,2,2015,PINELLAS,79,54,666,0.68,0.34
1514,D_28,28,2,2035,PINELLAS,121,82,679,0.67,0.335
1514,D_28,28,2,2045,PINELLAS,142,96,686,0.67,0.335
1515,D_28,28,2,2015,PINELLAS,270,249,1119,0.92,0.46
1515,D_28,28,2,2035,PINELLAS,281,259,1135,0.92,0.46
1515,D_28,28,2,2045,PINELLAS,287,264,1143,0.91,0.455
1516,D_28,28,2,2015,PINELLAS,994,1431,154,1.43,0.715
1516,D_28,28,2,2035,PINELLAS,996,1434,155,1.43,0.715
1516,D_28,28,2,2045,PINELLAS,997,1435,156,1.43,0.715
1517,D_28,28,2,2015,PINELLAS,375,308,160,0.82,0.41
1517,D_28,28,2,2035,PINELLAS,383,315,160,0.82,0.41
1517,D_28,28,2,2045,PINELLAS,387,318,160,0.82,0.41
1518,D_28,28,2,2015,PINELLAS,1258,1006,143,0.79,0.395
1518,D_28,28,2,2035,PINELLAS,1261,1008,146,0.79,0.395
1518,D_28,28,2,2045,PINELLAS,1262,1009,147,0.79,0.395
1519,D_28,28,2,2015,PINELLAS,1317,1420,506,1.07,0.535
1519,D_28,28,2,2035,PINELLAS,1352,1457,526,1.07,0.535
1519,D_28,28,2,2045,PINELLAS,1370,1476,536,1.07,0.535
1520,D_28,28,2,2015,PINELLAS,292,415,585,1.42,0.71
1520,D_28,28,2,2035,PINELLAS,313,445,598,1.42,0.71
1520,D_28,28,2,2045,PINELLAS,324,460,605,1.41,0.705
1521,D_28,28,2,2015,PINELLAS,1278,904,471,0.7,0.35
1521,D_28,28,2,2035,PINELLAS,1593,1122,481,0.7,0.35
1521,D_28,28,2,2045,PINELLAS,1750,1231,486,0.7,0.35
1522,D_28,28,2,2015,PINELLAS,290,411,1009,1.41,0.705
1522,D_28,28,2,2035,PINELLAS,372,525,1033,1.41,0.705
1522,D_28,28,2,2045,PINELLAS,413,582,1045,1.4,0.7
1523,D_28,28,2,2015,PINELLAS,843,1023,425,1.21,0.605
1523,D_28,28,2,2035,PINELLAS,892,1082,429,1.21,0.605
1523,D_28,28,2,2045,PINELLAS,917,1111,431,1.21,0.605
1524,D_28,28,2,2015,PINELLAS,112,143,1604,1.27,0.635
1524,D_28,28,2,2035,PINELLAS,289,364,1606,1.25,0.625
1524,D_28,28,2,2045,PINELLAS,377,475,1607,1.25,0.625
1525,D_28,28,2,2015,PINELLAS,663,974,800,1.46,0.73
1525,D_28,28,2,2035,PINELLAS,764,1119,806,1.46,0.73
1525,D_28,28,2,2045,PINELLAS,814,1191,809,1.46,0.73
1526,D_28,28,2,2015,PINELLAS,636,457,551,0.71,0.355
1526,D_28,28,2,2035,PINELLAS,855,612,564,0.71,0.355
1526,D_28,28,2,2045,PINELLAS,965,689,571,0.71,0.355
1527,D_28,28,2,2015,PINELLAS,653,1046,164,1.6,0.8
1527,D_28,28,2,2035,PINELLAS,654,1048,164,1.6,0.8
1527,D_28,28,2,2045,PINELLAS,655,1049,164,1.6,0.8
1528,D_28,28,2,2015,PINELLAS,474,520,488,1.09,0.545
1528,D_28,28,2,2035,PINELLAS,499,547,488,1.09,0.545
1528,D_28,28,2,2045,PINELLAS,512,561,488,1.09,0.545
1529,D_28,28,2,2015,PINELLAS,560,937,47,1.67,0.835
1529,D_28,28,2,2035,PINELLAS,561,938,47,1.67,0.835
1529,D_28,28,2,2045,PINELLAS,561,939,47,1.67,0.835
1530,D_28,28,2,2015,PINELLAS,606,684,475,1.12,0.56
1530,D_28,28,2,2035,PINELLAS,610,689,480,1.12,0.56
1530,D_28,28,2,2045,PINELLAS,612,691,483,1.12,0.56
1531,D_28,28,2,2015,PINELLAS,621,1168,373,1.88,0.94
1531,D_28,28,2,2035,PINELLAS,622,1170,376,1.88,0.94
1531,D_28,28,2,2045,PINELLAS,623,1171,377,1.87,0.935
1532,D_28,28,2,2015,PINELLAS,1640,2373,552,1.44,0.72
1532,D_28,28,2,2035,PINELLAS,1643,2377,634,1.44,0.72
1532,D_28,28,2,2045,PINELLAS,1644,2379,675,1.44,0.72
1533,D_28,28,2,2015,PINELLAS,1,2,277,2,1
1533,D_28,28,2,2035,PINELLAS,1,2,277,2,1
1533,D_28,28,2,2045,PINELLAS,1,2,277,2,1
1534,D_29,29,2,2015,PINELLAS,0,0,6536,0,0
1534,D_29,29,2,2035,PINELLAS,0,0,6767,0,0
1534,D_29,29,2,2045,PINELLAS,0,0,6882,0,0
1535,D_29,29,2,2015,PINELLAS,0,0,4702,0,0
1535,D_29,29,2,2035,PINELLAS,77,100,5009,1.29,0.645
1535,D_29,29,2,2045,PINELLAS,115,150,5163,1.3,0.65
1536,D_29,29,2,2015,PINELLAS,0,0,2636,0,0
1536,D_29,29,2,2035,PINELLAS,103,133,3337,1.29,0.645
1536,D_29,29,2,2045,PINELLAS,154,200,3687,1.29,0.645
1537,D_29,29,2,2015,PINELLAS,0,0,4207,0,0
1537,D_29,29,2,2035,PINELLAS,0,0,5014,0,0
1537,D_29,29,2,2045,PINELLAS,0,0,5417,0,0
1538,D_29,29,2,2015,PINELLAS,1193,1772,1415,1.48,0.74
1538,D_29,29,2,2035,PINELLAS,1195,1775,1892,1.48,0.74
1538,D_29,29,2,2045,PINELLAS,1196,1777,2131,1.48,0.74
1539,D_29,29,2,2015,PINELLAS,922,1259,64,1.36,0.68
1539,D_29,29,2,2035,PINELLAS,923,1261,120,1.36,0.68
1539,D_29,29,2,2045,PINELLAS,924,1262,148,1.36,0.68
1540,D_29,29,2,2015,PINELLAS,1080,2074,34,1.92,0.96
1540,D_29,29,2,2035,PINELLAS,1082,2077,34,1.91,0.955
1540,D_29,29,2,2045,PINELLAS,1083,2079,34,1.91,0.955
1541,D_29,29,2,2015,PINELLAS,1929,2887,38,1.49,0.745
1541,D_29,29,2,2035,PINELLAS,1944,2910,38,1.49,0.745
1541,D_29,29,2,2045,PINELLAS,1952,2921,38,1.49,0.745
1542,D_29,29,2,2015,PINELLAS,0,0,5,0,0
1542,D_29,29,2,2035,PINELLAS,0,0,5,0,0
1542,D_29,29,2,2045,PINELLAS,0,0,5,0,0
1543,D_29,29,2,2015,PINELLAS,0,0,5,0,0
1543,D_29,29,2,2035,PINELLAS,0,0,272,0,0
1543,D_29,29,2,2045,PINELLAS,0,0,405,0,0
1544,D_29,29,2,2015,PINELLAS,0,0,5390,0,0
1544,D_29,29,2,2035,PINELLAS,51,67,5653,1.31,0.655
1544,D_29,29,2,2045,PINELLAS,77,100,5785,1.29,0.645
1545,D_29,29,2,2015,PINELLAS,0,0,2783,0,0
1545,D_29,29,2,2035,PINELLAS,0,0,3112,0,0
1545,D_29,29,2,2045,PINELLAS,0,0,3276,0,0
1546,D_29,29,2,2015,PINELLAS,2030,3163,1456,1.55,0.775
1546,D_29,29,2,2035,PINELLAS,2033,3168,1457,1.55,0.775
1546,D_29,29,2,2045,PINELLAS,2035,3171,1458,1.55,0.775
1547,D_29,29,2,2015,PINELLAS,401,726,581,1.81,0.905
1547,D_29,29,2,2035,PINELLAS,402,727,702,1.8,0.9
